995	"2927"	"Diazo-, azo-, or azoxy-compounds"	"4digit"	128
996	"2928"	"Organix derivatives of hydrazine"	"4digit"	128
997	"2929"	"Isocyanates"	"4digit"	128
998	"2930"	"Organo-sulfur compounds"	"4digit"	128
999	"2931"	"Other organo-inorganic compounds"	"4digit"	128
1000	"2932"	"Heterocyclic compounds with oxygen hetero-atom(s) only"	"4digit"	128
1001	"2933"	"Heterocyclic compounds with nitrogen hetero-atom(s) only"	"4digit"	128
1002	"2934"	"Nucleic acids and their salts"	"4digit"	128
1003	"2935"	"Sulfonamides"	"4digit"	128
1004	"2936"	"Vitamins"	"4digit"	128
1005	"2937"	"Hormones"	"4digit"	128
1006	"2938"	"Glycosides"	"4digit"	128
1007	"2939"	"Vegetable alkaloids"	"4digit"	128
1008	"2940"	"Other sugars, chemically pure"	"4digit"	128
1009	"2941"	"Antibiotics"	"4digit"	128
1010	"2942"	"Other organic compounds"	"4digit"	128
1011	"3001"	"Heparin for therapeutic use"	"4digit"	129
1012	"3002"	"Serums and vaccines"	"4digit"	129
1013	"3003"	"Medicaments, not packaged"	"4digit"	129
1014	"3004"	"Medicaments, packaged"	"4digit"	129
1015	"3005"	"Wadding, gauze and bandages"	"4digit"	129
1016	"3006"	"Pharmaceutical goods"	"4digit"	129
1017	"3101"	"Animal or vegetable fertilizers"	"4digit"	130
1018	"3102"	"Nitrogenous fertilizers"	"4digit"	130
1019	"3103"	"Phosphatic fertilizers"	"4digit"	130
1020	"3104"	"Potassic fertilizers"	"4digit"	130
1021	"3105"	"Mixed fertilizers"	"4digit"	130
1022	"3201"	"Vegetable tanning extracts"	"4digit"	131
1023	"3202"	"Synthetic tanning substances"	"4digit"	131
1024	"3203"	"Coloring matter of animal or vegetable origin"	"4digit"	131
1025	"3204"	"Synthetic organic coloring matter"	"4digit"	131
1026	"3205"	"Color lakes"	"4digit"	131
1027	"3206"	"Other coloring matter"	"4digit"	131
1028	"3207"	"Prepared pigments"	"4digit"	131
1029	"3208"	"Paints and varnishes, nonaqueous"	"4digit"	131
1030	"3209"	"Paints and varnishes, aqueous"	"4digit"	131
1031	"3210"	"Other paints and varnishes"	"4digit"	131
1032	"3211"	"Prepared driers"	"4digit"	131
1033	"3212"	"Pigments, nonaqueous"	"4digit"	131
1034	"3213"	"Artists' colors"	"4digit"	131
1035	"3214"	"Glaziers' putty"	"4digit"	131
1036	"3215"	"Ink"	"4digit"	131
1037	"3301"	"Essential oils"	"4digit"	132
1038	"3302"	"Mixtures of odoriferous subtances"	"4digit"	132
1039	"3303"	"Perfumes"	"4digit"	132
1040	"3304"	"Make-up preparations"	"4digit"	132
1041	"3305"	"Hair products"	"4digit"	132
1042	"3306"	"Dental hygiene products"	"4digit"	132
1043	"3307"	"Toiletries"	"4digit"	132
1044	"3401"	"Soap"	"4digit"	133
1045	"3402"	"Cleaning products"	"4digit"	133
1046	"3403"	"Lubricants"	"4digit"	133
1047	"3404"	"Artificial and prepared waxes"	"4digit"	133
1048	"3405"	"Polishes and creams"	"4digit"	133
1049	"3406"	"Candles"	"4digit"	133
1050	"3407"	"Modeling pastes"	"4digit"	133
1051	"3501"	"Casein"	"4digit"	133
1052	"3502"	"Albumins"	"4digit"	134
1053	"3503"	"Gelatin"	"4digit"	134
1054	"3504"	"Peptones"	"4digit"	134
1055	"3505"	"Dextrins and other modified starches"	"4digit"	134
1056	"3506"	"Glues and adhesives"	"4digit"	134
1057	"3507"	"Enzymes"	"4digit"	134
1058	"3601"	"Propellant powders"	"4digit"	135
1059	"3602"	"Prepared explosives, except gunpowder"	"4digit"	135
1060	"3603"	"Detonators"	"4digit"	135
1061	"3604"	"Fireworks"	"4digit"	135
1062	"3605"	"Matches"	"4digit"	135
1063	"3606"	"Ferrocerium and other pyrophoric alloys"	"4digit"	135
1064	"3701"	"Photographic plates"	"4digit"	136
1065	"3702"	"Photographic film in rolls"	"4digit"	136
1066	"3703"	"Photographic paper"	"4digit"	136
1067	"3704"	"Photographic film, not developed"	"4digit"	136
1068	"3705"	"Photographic film, developed"	"4digit"	136
1069	"3706"	"Motion-picture film"	"4digit"	136
1070	"3707"	"Chemical preparations for photographic uses"	"4digit"	136
1071	"3801"	"Artificial graphite"	"4digit"	137
1072	"3802"	"Activated carbon"	"4digit"	137
1073	"3803"	"Tall oil"	"4digit"	137
1074	"3804"	"Residual lyes"	"4digit"	137
1075	"3805"	"Turpentines"	"4digit"	137
1076	"3806"	"Rosin and resin acids"	"4digit"	137
1077	"3807"	"Wood tar and oils"	"4digit"	137
